Table:CsvDropMgr,,,,
tid,name:s,group,probability,sub_group
107401,战役特殊第7关4--1星,1074,10000,107401
107501,战役特殊第7关5--1星,1075,10000,107501
107601,战役特殊第7关6--1星,1076,10000,107601
108101,战役特殊第8关1--1星,1081,10000,108101
108201,战役特殊第8关2--1星,1082,10000,108201
108301,战役特殊第8关3--1星,1083,10000,108301
108401,战役特殊第8关4--1星,1084,10000,108401
108501,战役特殊第8关5--1星,1085,10000,108501
108601,战役特殊第8关6--1星,1086,10000,108601
109101,战役特殊第9关1--1星,1091,10000,109101
109201,战役特殊第9关2--1星,1092,10000,109201
109301,战役特殊第9关3--1星,1093,10000,109301
109401,战役特殊第9关4--1星,1094,10000,109401
109501,战役特殊第9关5--1星,1095,10000,109501
109601,战役特殊第9关6--1星,1096,10000,109601
110101,战役特殊第10关1--1星,1101,10000,110101
110201,战役特殊第10关2--1星,1102,10000,110201
110301,战役特殊第10关3--1星,1103,10000,110301
110401,战役特殊第10关4--1星,1104,10000,110401
110501,战役特殊第10关5--1星,1105,10000,110501
110601,战役特殊第10关6--1星,1106,10000,110601
111101,战役特殊第11关1--1星,1111,10000,111101
111201,战役特殊第11关2--1星,1112,10000,111201
111301,战役特殊第11关3--1星,1113,10000,111301
111401,战役特殊第11关4--1星,1114,10000,111401
111501,战役特殊第11关5--1星,1115,10000,111501
111601,战役特殊第11关6--1星,1116,10000,111601
112101,战役特殊第12关1--1星,1121,10000,112101
112201,战役特殊第12关2--1星,1122,10000,112201
112301,战役特殊第12关3--1星,1123,10000,112301
112401,战役特殊第12关4--1星,1124,10000,112401
112501,战役特殊第12关5--1星,1125,10000,112501
112601,战役特殊第12关6--1星,1126,10000,112601
113101,战役特殊第13关1--1星,1131,10000,113101
113201,战役特殊第13关2--1星,1132,10000,113201
113301,战役特殊第13关3--1星,1133,10000,113301
113401,战役特殊第13关4--1星,1134,10000,113401
113501,战役特殊第13关5--1星,1135,10000,113501
113601,战役特殊第13关6--1星,1136,10000,113601
114101,战役特殊第14关1--1星,1141,10000,114101
114201,战役特殊第14关2--1星,1142,10000,114201
114301,战役特殊第14关3--1星,1143,10000,114301
114401,战役特殊第14关4--1星,1144,10000,114401
114501,战役特殊第14关5--1星,1145,10000,114501
114601,战役特殊第14关6--1星,1146,10000,114601
115101,战役特殊第15关1--1星,1151,10000,115101
115201,战役特殊第15关2--1星,1152,10000,115201
115301,战役特殊第15关3--1星,1153,10000,115301
115401,战役特殊第15关4--1星,1154,10000,115401
115501,战役特殊第15关5--1星,1155,10000,115501
115601,战役特殊第15关6--1星,1156,10000,115601
116101,战役特殊第16关1--1星,1161,10000,116101
116201,战役特殊第16关2--1星,1162,10000,116201
116301,战役特殊第16关3--1星,1163,10000,116301
116401,战役特殊第16关4--1星,1164,10000,116401
116501,战役特殊第16关5--1星,1165,10000,116501
116601,战役特殊第16关6--1星,1166,10000,116601
117101,战役特殊第17关1--1星,1171,10000,117101
117201,战役特殊第17关2--1星,1172,10000,117201
117301,战役特殊第17关3--1星,1173,10000,117301
117401,战役特殊第17关4--1星,1174,10000,117401
117501,战役特殊第17关5--1星,1175,10000,117501
117601,战役特殊第17关6--1星,1176,10000,117601
#,,,,
301101,战役特殊第1关1--2星,3011,10000,301101
301201,战役特殊第1关2--2星,3012,10000,301201
301301,战役特殊第1关3--2星,3013,10000,301301
301401,战役特殊第1关4--2星,3014,10000,301401
301501,战役特殊第1关5--2星,3015,10000,301501
301601,战役特殊第1关6--2星,3016,10000,301601
302101,战役特殊第2关1--2星,3021,10000,302101
302201,战役特殊第2关2--2星,3022,10000,302201
302301,战役特殊第2关3--2星,3023,10000,302301
302401,战役特殊第2关4--2星,3024,10000,302401
302501,战役特殊第2关5--2星,3025,10000,302501
302601,战役特殊第2关6--2星,3026,10000,302601
303101,战役特殊第3关1--2星,3031,10000,303101
303201,战役特殊第3关2--2星,3032,10000,303201
303301,战役特殊第3关3--2星,3033,10000,303301
303401,战役特殊第3关4--2星,3034,10000,303401
303501,战役特殊第3关5--2星,3035,10000,303501
303601,战役特殊第3关6--2星,3036,10000,303601
304101,战役特殊第4关1--2星,3041,10000,304101
304201,战役特殊第4关2--2星,3042,10000,304201
304301,战役特殊第4关3--2星,3043,10000,304301
304401,战役特殊第4关4--2星,3044,10000,304401
304501,战役特殊第4关5--2星,3045,10000,304501
304601,战役特殊第4关6--2星,3046,10000,304601
305101,战役特殊第5关1--2星,3051,10000,305101
305201,战役特殊第5关2--2星,3052,10000,305201
305301,战役特殊第5关3--2星,3053,10000,305301
305401,战役特殊第5关4--2星,3054,10000,305401
305501,战役特殊第5关5--2星,3055,10000,305501
305601,战役特殊第5关6--2星,3056,10000,305601
306101,战役特殊第6关1--2星,3061,10000,306101
306201,战役特殊第6关2--2星,3062,10000,306201
306301,战役特殊第6关3--2星,3063,10000,306301
306401,战役特殊第6关4--2星,3064,10000,306401
306501,战役特殊第6关5--2星,3065,10000,306501
306601,战役特殊第6关6--2星,3066,10000,306601
307101,战役特殊第7关1--2星,3071,10000,307101
307201,战役特殊第7关2--2星,3072,10000,307201
307301,战役特殊第7关3--2星,3073,10000,307301
307401,战役特殊第7关4--2星,3074,10000,307401
307501,战役特殊第7关5--2星,3075,10000,307501
307601,战役特殊第7关6--2星,3076,10000,307601
308101,战役特殊第8关1--2星,3081,10000,308101
308201,战役特殊第8关2--2星,3082,10000,308201
308301,战役特殊第8关3--2星,3083,10000,308301
308401,战役特殊第8关4--2星,3084,10000,308401
308501,战役特殊第8关5--2星,3085,10000,308501
308601,战役特殊第8关6--2星,3086,10000,308601
309101,战役特殊第9关1--2星,3091,10000,309101
309201,战役特殊第9关2--2星,3092,10000,309201
309301,战役特殊第9关3--2星,3093,10000,309301
309401,战役特殊第9关4--2星,3094,10000,309401
309501,战役特殊第9关5--2星,3095,10000,309501
309601,战役特殊第9关6--2星,3096,10000,309601
310101,战役特殊第10关1--2星,3101,10000,310101
310201,战役特殊第10关2--2星,3102,10000,310201
310301,战役特殊第10关3--2星,3103,10000,310301
310401,战役特殊第10关4--2星,3104,10000,310401
310501,战役特殊第10关5--2星,3105,10000,310501
310601,战役特殊第10关6--2星,3106,10000,310601
311101,战役特殊第11关1--2星,3111,10000,311101
311201,战役特殊第11关2--2星,3112,10000,311201
311301,战役特殊第11关3--2星,3113,10000,311301
311401,战役特殊第11关4--2星,3114,10000,311401
311501,战役特殊第11关5--2星,3115,10000,311501
311601,战役特殊第11关6--2星,3116,10000,311601
312101,战役特殊第12关1--2星,3121,10000,312101
312201,战役特殊第12关2--2星,3122,10000,312201
312301,战役特殊第12关3--2星,3123,10000,312301
312401,战役特殊第12关4--2星,3124,10000,312401
312501,战役特殊第12关5--2星,3125,10000,312501
312601,战役特殊第12关6--2星,3126,10000,312601
313101,战役特殊第13关1--2星,3131,10000,313101
313201,战役特殊第13关2--2星,3132,10000,313201
313301,战役特殊第13关3--2星,3133,10000,313301
313401,战役特殊第13关4--2星,3134,10000,313401
313501,战役特殊第13关5--2星,3135,10000,313501
313601,战役特殊第13关6--2星,3136,10000,313601
314101,战役特殊第14关1--2星,3141,10000,314101
314201,战役特殊第14关2--2星,3142,10000,314201
314301,战役特殊第14关3--2星,3143,10000,314301
314401,战役特殊第14关4--2星,3144,10000,314401
314501,战役特殊第14关5--2星,3145,10000,314501
314601,战役特殊第14关6--2星,3146,10000,314601
315101,战役特殊第15关1--2星,3151,10000,315101
315201,战役特殊第15关2--2星,3152,10000,315201
315301,战役特殊第15关3--2星,3153,10000,315301
315401,战役特殊第15关4--2星,3154,10000,315401
315501,战役特殊第15关5--2星,3155,10000,315501
315601,战役特殊第15关6--2星,3156,10000,315601
316101,战役特殊第16关1--2星,3161,10000,316101
316201,战役特殊第16关2--2星,3162,10000,316201
316301,战役特殊第16关3--2星,3163,10000,316301
316401,战役特殊第16关4--2星,3164,10000,316401
316501,战役特殊第16关5--2星,3165,10000,316501
316601,战役特殊第16关6--2星,3166,10000,316601
317101,战役特殊第17关1--2星,3171,10000,317101
317201,战役特殊第17关2--2星,3172,10000,317201
317301,战役特殊第17关3--2星,3173,10000,317301
317401,战役特殊第17关4--2星,3174,10000,317401
317501,战役特殊第17关5--2星,3175,10000,317501
317601,战役特殊第17关6--2星,3176,10000,317601
#,,,,
401101,战役特殊第1关1--3星,4011,10000,401101
401201,战役特殊第1关2--3星,4012,10000,401201
401301,战役特殊第1关3--3星,4013,10000,401301
401401,战役特殊第1关4--3星,4014,10000,401401
401501,战役特殊第1关5--3星,4015,10000,401501
401601,战役特殊第1关6--3星,4016,10000,401601
402101,战役特殊第2关1--3星,4021,10000,402101
402201,战役特殊第2关2--3星,4022,10000,402201
402301,战役特殊第2关3--3星,4023,10000,402301
402401,战役特殊第2关4--3星,4024,10000,402401
402501,战役特殊第2关5--3星,4025,10000,402501
402601,战役特殊第2关6--3星,4026,10000,402601
403101,战役特殊第3关1--3星,4031,10000,403101
403201,战役特殊第3关2--3星,4032,10000,403201
403301,战役特殊第3关3--3星,4033,10000,403301
403401,战役特殊第3关4--3星,4034,10000,403401
403501,战役特殊第3关5--3星,4035,10000,403501
403601,战役特殊第3关6--3星,4036,10000,403601
404101,战役特殊第4关1--3星,4041,10000,404101
404201,战役特殊第4关2--3星,4042,10000,404201
404301,战役特殊第4关3--3星,4043,10000,404301
404401,战役特殊第4关4--3星,4044,10000,404401
404501,战役特殊第4关5--3星,4045,10000,404501
404601,战役特殊第4关6--3星,4046,10000,404601
405101,战役特殊第5关1--3星,4051,10000,405101
405201,战役特殊第5关2--3星,4052,10000,405201
405301,战役特殊第5关3--3星,4053,10000,405301
405401,战役特殊第5关4--3星,4054,10000,405401
405501,战役特殊第5关5--3星,4055,10000,405501
405601,战役特殊第5关6--3星,4056,10000,405601
406101,战役特殊第6关1--3星,4061,10000,406101
406201,战役特殊第6关2--3星,4062,10000,406201
406301,战役特殊第6关3--3星,4063,10000,406301
406401,战役特殊第6关4--3星,4064,10000,406401
406501,战役特殊第6关5--3星,4065,10000,406501
406601,战役特殊第6关6--3星,4066,10000,406601
407101,战役特殊第7关1--3星,4071,10000,407101
407201,战役特殊第7关2--3星,4072,10000,407201
407301,战役特殊第7关3--3星,4073,10000,407301
407401,战役特殊第7关4--3星,4074,10000,407401
407501,战役特殊第7关5--3星,4075,10000,407501
407601,战役特殊第7关6--3星,4076,10000,407601
408101,战役特殊第8关1--3星,4081,10000,408101
408201,战役特殊第8关2--3星,4082,10000,408201
408301,战役特殊第8关3--3星,4083,10000,408301
408401,战役特殊第8关4--3星,4084,10000,408401
408501,战役特殊第8关5--3星,4085,10000,408501
408601,战役特殊第8关6--3星,4086,10000,408601
409101,战役特殊第9关1--3星,4091,10000,409101
409201,战役特殊第9关2--3星,4092,10000,409201
409301,战役特殊第9关3--3星,4093,10000,409301
409401,战役特殊第9关4--3星,4094,10000,409401
409501,战役特殊第9关5--3星,4095,10000,409501
409601,战役特殊第9关6--3星,4096,10000,409601
410101,战役特殊第10关1--3星,4101,10000,410101
410201,战役特殊第10关2--3星,4102,10000,410201
410301,战役特殊第10关3--3星,4103,10000,410301
410401,战役特殊第10关4--3星,4104,10000,410401
410501,战役特殊第10关5--3星,4105,10000,410501
410601,战役特殊第10关6--3星,4106,10000,410601
411101,战役特殊第11关1--3星,4111,10000,411101
411201,战役特殊第11关2--3星,4112,10000,411201
411301,战役特殊第11关3--3星,4113,10000,411301
411401,战役特殊第11关4--3星,4114,10000,411401
411501,战役特殊第11关5--3星,4115,10000,411501
411601,战役特殊第11关6--3星,4116,10000,411601
412101,战役特殊第12关1--3星,4121,10000,412101
412201,战役特殊第12关2--3星,4122,10000,412201
412301,战役特殊第12关3--3星,4123,10000,412301
412401,战役特殊第12关4--3星,4124,10000,412401
412501,战役特殊第12关5--3星,4125,10000,412501
412601,战役特殊第12关6--3星,4126,10000,412601
413101,战役特殊第13关1--3星,4131,10000,413101
413201,战役特殊第13关2--3星,4132,10000,413201
413301,战役特殊第13关3--3星,4133,10000,413301
413401,战役特殊第13关4--3星,4134,10000,413401
413501,战役特殊第13关5--3星,4135,10000,413501
413601,战役特殊第13关6--3星,4136,10000,413601
414101,战役特殊第14关1--3星,4141,10000,414101
414201,战役特殊第14关2--3星,4142,10000,414201
414301,战役特殊第14关3--3星,4143,10000,414301
414401,战役特殊第14关4--3星,4144,10000,414401
414501,战役特殊第14关5--3星,4145,10000,414501
414601,战役特殊第14关6--3星,4146,10000,414601
415101,战役特殊第15关1--3星,4151,10000,415101
415201,战役特殊第15关2--3星,4152,10000,415201
415301,战役特殊第15关3--3星,4153,10000,415301
415401,战役特殊第15关4--3星,4154,10000,415401
415501,战役特殊第15关5--3星,4155,10000,415501
415601,战役特殊第15关6--3星,4156,10000,415601
416101,战役特殊第16关1--3星,4161,10000,416101
416201,战役特殊第16关2--3星,4162,10000,416201
416301,战役特殊第16关3--3星,4163,10000,416301
416401,战役特殊第16关4--3星,4164,10000,416401
416501,战役特殊第16关5--3星,4165,10000,416501
416601,战役特殊第16关6--3星,4166,10000,416601
417101,战役特殊第17关1--3星,4171,10000,417101
417201,战役特殊第17关2--3星,4172,10000,417201
417301,战役特殊第17关3--3星,4173,10000,417301
417401,战役特殊第17关4--3星,4174,10000,417401
417501,战役特殊第17关5--3星,4175,10000,417501
417601,战役特殊第17关6--3星,4176,10000,417601
#,,,,
501101,战役特殊第1关1--4星,5011,10000,501101
501201,战役特殊第1关2--4星,5012,10000,501201
501301,战役特殊第1关3--4星,5013,10000,501301
501401,战役特殊第1关4--4星,5014,10000,501401
501501,战役特殊第1关5--4星,5015,10000,501501
501601,战役特殊第1关6--4星,5016,10000,501601
502101,战役特殊第2关1--4星,5021,10000,502101
502201,战役特殊第2关2--4星,5022,10000,502201
502301,战役特殊第2关3--4星,5023,10000,502301
502401,战役特殊第2关4--4星,5024,10000,502401
502501,战役特殊第2关5--4星,5025,10000,502501
502601,战役特殊第2关6--4星,5026,10000,502601
503101,战役特殊第3关1--4星,5031,10000,503101
503201,战役特殊第3关2--4星,5032,10000,503201
503301,战役特殊第3关3--4星,5033,10000,503301
503401,战役特殊第3关4--4星,5034,10000,503401
503501,战役特殊第3关5--4星,5035,10000,503501
503601,战役特殊第3关6--4星,5036,10000,503601
504101,战役特殊第4关1--4星,5041,10000,504101
504201,战役特殊第4关2--4星,5042,10000,504201
504301,战役特殊第4关3--4星,5043,10000,504301
504401,战役特殊第4关4--4星,5044,10000,504401
504501,战役特殊第4关5--4星,5045,10000,504501
504601,战役特殊第4关6--4星,5046,10000,504601
505101,战役特殊第5关1--4星,5051,10000,505101
505201,战役特殊第5关2--4星,5052,10000,505201
505301,战役特殊第5关3--4星,5053,10000,505301
505401,战役特殊第5关4--4星,5054,10000,505401
505501,战役特殊第5关5--4星,5055,10000,505501
505601,战役特殊第5关6--4星,5056,10000,505601
506101,战役特殊第6关1--4星,5061,10000,506101
506201,战役特殊第6关2--4星,5062,10000,506201
506301,战役特殊第6关3--4星,5063,10000,506301
506401,战役特殊第6关4--4星,5064,10000,506401
506501,战役特殊第6关5--4星,5065,10000,506501
506601,战役特殊第6关6--4星,5066,10000,506601
507101,战役特殊第7关1--4星,5071,10000,507101
507201,战役特殊第7关2--4星,5072,10000,507201
507301,战役特殊第7关3--4星,5073,10000,507301
507401,战役特殊第7关4--4星,5074,10000,507401
507501,战役特殊第7关5--4星,5075,10000,507501
507601,战役特殊第7关6--4星,5076,10000,507601
