Table:CsvBulletSubtitle,,,,,,
tid,content:s,time:f,color:ItemColor,sceneid:s,,
1290711,好像被妹子鞭笞一下,3,红,129071,碎痕谷,1
1290712,如花那样的鞭笞你一下如何,6,红,129071,碎痕谷,
1290713,如花是谁,9,红,129071,碎痕谷,
1290714,比凤姐还夸张的，比凤姐少一个入口,12,红,129071,碎痕谷,
1290715,楼上的都是同道中人啊,15,红,129071,碎痕谷,
1290811,平凡之路，谁听过,3,红,129081,铁木森林,3
1290812,十八摸谁听过,6,红,129081,铁木森林,
1290813,十八摸，哇嘎嘎,9,红,129081,铁木森林,
1290814,简直辣眼睛啊，这些弹幕,12,红,129081,铁木森林,
1290815,不辣，太清淡了，再污一点,15,红,129081,铁木森林,
1290821,为毛这怪变绿色的了,3,红,129082,铁木森林,
1290822,血被抽干了,6,红,129082,铁木森林,
1290823,食人花姐姐,9,红,129082,铁木森林,
1290824,我刺客一刀一管血，好爽,12,红,129082,铁木森林,
1290825,这个游戏叫，人草混战,15,红,129082,铁木森林,
1290826,这是连草都不放过的节奏么,3,红,129082,铁木森林,
1290831,看样子，绿色的是公的，红色的是母的,5,红,129083,铁木森林,
1290832,红色的表示，你才是母的,8,红,129083,铁木森林,
1290833,这混合起来有点搞不定啊,9,红,129083,铁木森林,
1290834,撩妹去了,12,红,129083,铁木森林,
1290835,坐火车从来边上都是男的，去特么的,15,红,129083,铁木森林,
1290911,明天早上7点飞机去机场接妹子，好刺激,3,红,129091,碧火小径,1
1290912,千里送逼的节奏么,6,红,129091,碧火小径,
1290913,讲道理，就没有妹子来我这玩玩么,9,红,129091,碧火小径,
1290914,我桂林山水甲天下，有菇娘要来耍耍不,12,红,129091,碧火小径,
1290915,简直如狼似虎啊你们，妹子来我这，别被他们骗了,15,红,129091,碧火小径,
1290916,搞的真的有妹子一样=。=,18,红,129091,碧火小径,
1291011,四肢发达，头奶简单,3,红,129101,魔爪村,1
1291012,头奶是什么,6,红,129101,魔爪村,
1291013,……哈哈,9,红,129101,魔爪村,
1291014,熊怪是不是在吃口香糖,12,红,129101,魔爪村,
1291015,这些熊怪，目前为止没见过母的啊,14,红,129101,魔爪村,
1300111,阿彻鲁斯,,红,130011,阿彻鲁斯,1
1300112,阿彻鲁斯,,红,130011,阿彻鲁斯,
1300113,阿彻鲁斯,,红,130011,阿彻鲁斯,
1300114,阿彻鲁斯,,红,130011,阿彻鲁斯,
1300115,阿彻鲁斯,,红,130011,阿彻鲁斯,
1300211,死亡裂口,,红,130021,死亡裂口,1
1300212,死亡裂口,,红,130021,死亡裂口,
1300213,死亡裂口,,红,130021,死亡裂口,
1300214,死亡裂口,,红,130021,死亡裂口,
1300215,死亡裂口,,红,130021,死亡裂口,
1300311,海文郡矿洞,,红,130031,海文郡矿洞,1
1300312,海文郡矿洞,,红,130031,海文郡矿洞,
1300313,海文郡矿洞,,红,130031,海文郡矿洞,
1300314,海文郡矿洞,,红,130031,海文郡矿洞,
1300315,海文郡矿洞,,红,130031,海文郡矿洞,
1300411,新阿瓦隆,,红,130041,新阿瓦隆,1
1300412,新阿瓦隆,,红,130041,新阿瓦隆,
1300413,新阿瓦隆,,红,130041,新阿瓦隆,
1300414,新阿瓦隆,,红,130041,新阿瓦隆,
1300415,新阿瓦隆,,红,130041,新阿瓦隆,
1300511,血色城堡 ,,红,130051,血色城堡 ,1
1300512,血色城堡 ,,红,130051,血色城堡 ,
1300513,血色城堡 ,,红,130051,血色城堡 ,
1300514,血色城堡 ,,红,130051,血色城堡 ,
1300515,血色城堡 ,,红,130051,血色城堡 ,
1300611,新阿瓦隆熔炉,,红,130061,新阿瓦隆熔炉,1
1300612,新阿瓦隆熔炉,,红,130061,新阿瓦隆熔炉,
1300613,新阿瓦隆熔炉,,红,130061,新阿瓦隆熔炉,
1300614,新阿瓦隆熔炉,,红,130061,新阿瓦隆熔炉,
1300615,新阿瓦隆熔炉,,红,130061,新阿瓦隆熔炉,
1300711,阿瓦隆市政厅,,红,130071,阿瓦隆市政厅,1
1300712,阿瓦隆市政厅,,红,130071,阿瓦隆市政厅,
1300713,阿瓦隆市政厅,,红,130071,阿瓦隆市政厅,
1300714,阿瓦隆市政厅,,红,130071,阿瓦隆市政厅,
1300715,阿瓦隆市政厅,,红,130071,阿瓦隆市政厅,
1300811,赤色烈焰,,红,130081,赤色烈焰,3
1300812,赤色烈焰,,红,130081,赤色烈焰,
1300813,赤色烈焰,,红,130081,赤色烈焰,
1300814,赤色烈焰,,红,130081,赤色烈焰,
1300815,赤色烈焰,,红,130081,赤色烈焰,
1300821,赤色烈焰,,红,130082,赤色烈焰,
1300822,赤色烈焰,,红,130082,赤色烈焰,
1300823,赤色烈焰,,红,130082,赤色烈焰,
1300824,赤色烈焰,,红,130082,赤色烈焰,
1300825,赤色烈焰,,红,130082,赤色烈焰,
1300831,赤色烈焰,,红,130083,赤色烈焰,
1300832,赤色烈焰,,红,130083,赤色烈焰,
1300833,赤色烈焰,,红,130083,赤色烈焰,
1300834,赤色烈焰,,红,130083,赤色烈焰,
1300835,赤色烈焰,,红,130083,赤色烈焰,
1300911,国王港,,红,130091,国王港,1
1300912,国王港,,红,130091,国王港,
1300913,国王港,,红,130091,国王港,
1300914,国王港,,红,130091,国王港,
1300915,国王港,,红,130091,国王港,
1301011,黎明之光,,红,130101,黎明之光,1
1301012,黎明之光,,红,130101,黎明之光,
1301013,黎明之光,,红,130101,黎明之光,
1301014,黎明之光,,红,130101,黎明之光,
1301015,黎明之光,,红,130101,黎明之光,
1310111,冰火温泉,,红,131011,冰火温泉,1
1310112,冰火温泉,,红,131011,冰火温泉,
1310113,冰火温泉,,红,131011,冰火温泉,
1310114,冰火温泉,,红,131011,冰火温泉,
1310115,冰火温泉,,红,131011,冰火温泉,
1310211,木喉岗哨,,红,131021,木喉岗哨,1
1310211,木喉岗哨,,红,131021,木喉岗哨,
1310211,木喉岗哨,,红,131021,木喉岗哨,
1310211,木喉岗哨,,红,131021,木喉岗哨,
1310211,木喉岗哨,,红,131021,木喉岗哨,
1310311,凯斯利尔湖,,红,131031,凯斯利尔湖,1
1310312,凯斯利尔湖,,红,131031,凯斯利尔湖,
1310313,凯斯利尔湖,,红,131031,凯斯利尔湖,
1310314,凯斯利尔湖,,红,131031,凯斯利尔湖,
1310315,凯斯利尔湖,,红,131031,凯斯利尔湖,
1310411,霜刃石,,红,131041,霜刃石,1
1310412,霜刃石,,红,131041,霜刃石,
1310413,霜刃石,,红,131041,霜刃石,
1310414,霜刃石,,红,131041,霜刃石,
1310415,霜刃石,,红,131041,霜刃石,
1310511,隐秘小林,,红,131051,隐秘小林,1
1310512,隐秘小林,,红,131051,隐秘小林,
1310513,隐秘小林,,红,131051,隐秘小林,
1310514,隐秘小林,,红,131051,隐秘小林,
1310515,隐秘小林,,红,131051,隐秘小林,
1310611,寒水村,,红,131061,寒水村,1
1310612,寒水村,,红,131061,寒水村,
1310613,寒水村,,红,131061,寒水村,
1310614,寒水村,,红,131061,寒水村,
1310615,寒水村,,红,131061,寒水村,
1310711,枭翼树丛,,红,131071,枭翼树丛,1
1310712,枭翼树丛,,红,131071,枭翼树丛,
1310713,枭翼树丛,,红,131071,枭翼树丛,
1310714,枭翼树丛,,红,131071,枭翼树丛,
1310715,枭翼树丛,,红,131071,枭翼树丛,
1310811,霜语峡谷,,红,131081,霜语峡谷,3
1310812,霜语峡谷,,红,131081,霜语峡谷,
1310813,霜语峡谷,,红,131081,霜语峡谷,
1310814,霜语峡谷,,红,131081,霜语峡谷,
1310815,霜语峡谷,,红,131081,霜语峡谷,
1310821,霜语峡谷,,红,131082,霜语峡谷,
1310822,霜语峡谷,,红,131082,霜语峡谷,
1310823,霜语峡谷,,红,131082,霜语峡谷,
1310824,霜语峡谷,,红,131082,霜语峡谷,
1310825,霜语峡谷,,红,131082,霜语峡谷,
1310831,霜语峡谷,,红,131083,霜语峡谷,
1310832,霜语峡谷,,红,131083,霜语峡谷,
1310833,霜语峡谷,,红,131083,霜语峡谷,
1310834,霜语峡谷,,红,131083,霜语峡谷,
1310835,霜语峡谷,,红,131083,霜语峡谷,
1310911,麦索瑞尔,,红,131091,麦索瑞尔,1
1310912,麦索瑞尔,,红,131091,麦索瑞尔,
1310913,麦索瑞尔,,红,131091,麦索瑞尔,
1310914,麦索瑞尔,,红,131091,麦索瑞尔,
1310915,麦索瑞尔,,红,131091,麦索瑞尔,
1311011,暗语峡谷,,红,131101,暗语峡谷,1
1311012,暗语峡谷,,红,131101,暗语峡谷,
1311013,暗语峡谷,,红,131101,暗语峡谷,
1311014,暗语峡谷,,红,131101,暗语峡谷,
1311015,暗语峡谷,,红,131101,暗语峡谷,
1320111,龙翼小径,,红,132011,龙翼小径,1
1320112,龙翼小径,,红,132011,龙翼小径,
1320113,龙翼小径,,红,132011,龙翼小径,
1320114,龙翼小径,,红,132011,龙翼小径,
1320115,龙翼小径,,红,132011,龙翼小径,
1320211,巨槌石,,红,132021,巨槌石,1
1320212,巨槌石,,红,132021,巨槌石,
1320213,巨槌石,,红,132021,巨槌石,
1320214,巨槌石,,红,132021,巨槌石,
1320215,巨槌石,,红,132021,巨槌石,
1320311,摩根的岗哨,,红,132031,摩根的岗哨,1
1320312,摩根的岗哨,,红,132031,摩根的岗哨,
1320313,摩根的岗哨,,红,132031,摩根的岗哨,
1320314,摩根的岗哨,,红,132031,摩根的岗哨,
1320315,摩根的岗哨,,红,132031,摩根的岗哨,
1320411,黑石小径,,红,132041,黑石小径,1
1320412,黑石小径,,红,132041,黑石小径,
1320413,黑石小径,,红,132041,黑石小径,
1320414,黑石小径,,红,132041,黑石小径,
1320415,黑石小径,,红,132041,黑石小径,
1320511,灰烬之柱,,红,132051,灰烬之柱,1
1320512,灰烬之柱,,红,132051,灰烬之柱,
1320513,灰烬之柱,,红,132051,灰烬之柱,
1320514,灰烬之柱,,红,132051,灰烬之柱,
1320515,灰烬之柱,,红,132051,灰烬之柱,
1320611,德拉考达尔,,红,132061,德拉考达尔,1
1320612,德拉考达尔,,红,132061,德拉考达尔,
1320613,德拉考达尔,,红,132061,德拉考达尔,
1320614,德拉考达尔,,红,132061,德拉考达尔,
1320615,德拉考达尔,,红,132061,德拉考达尔,
1320711,风暴祭坛,,红,132071,风暴祭坛,1
1320712,风暴祭坛,,红,132071,风暴祭坛,
1320713,风暴祭坛,,红,132071,风暴祭坛,
1320714,风暴祭坛,,红,132071,风暴祭坛,
1320715,风暴祭坛,,红,132071,风暴祭坛,
1320811,黑石山,,红,132081,黑石山,3
1320812,黑石山,,红,132081,黑石山,
1320813,黑石山,,红,132081,黑石山,
1320814,黑石山,,红,132081,黑石山,
1320815,黑石山,,红,132081,黑石山,
1320821,黑石山,,红,132082,黑石山,
1320822,黑石山,,红,132082,黑石山,
1320823,黑石山,,红,132082,黑石山,
1320824,黑石山,,红,132082,黑石山,
1320825,黑石山,,红,132082,黑石山,
1320831,黑石山,,红,132083,黑石山,
1320832,黑石山,,红,132083,黑石山,
1320833,黑石山,,红,132083,黑石山,
1320834,黑石山,,红,132083,黑石山,
1320835,黑石山,,红,132083,黑石山,
1320911,黑石要塞,,红,132091,黑石要塞,1
1320912,黑石要塞,,红,132091,黑石要塞,
1320913,黑石要塞,,红,132091,黑石要塞,
1320914,黑石要塞,,红,132091,黑石要塞,
1320915,黑石要塞,,红,132091,黑石要塞,
1321011,索瑞森废墟,,红,132101,索瑞森废墟,1
1321012,索瑞森废墟,,红,132101,索瑞森废墟,
1321013,索瑞森废墟,,红,132101,索瑞森废墟,
1321014,索瑞森废墟,,红,132101,索瑞森废墟,
1321015,索瑞森废墟,,红,132101,索瑞森废墟,
1330111,勇士之墓,,红,133011,勇士之墓,1
1330112,勇士之墓,,红,133011,勇士之墓,
1330113,勇士之墓,,红,133011,勇士之墓,
1330114,勇士之墓,,红,133011,勇士之墓,
1330115,勇士之墓,,红,133011,勇士之墓,
1330211,鹿盔岗哨,,红,133021,鹿盔岗哨,1
1330212,鹿盔岗哨,,红,133021,鹿盔岗哨,
1330213,鹿盔岗哨,,红,133021,鹿盔岗哨,
1330214,鹿盔岗哨,,红,133021,鹿盔岗哨,
1330215,鹿盔岗哨,,红,133021,鹿盔岗哨,
1330311,暮光的秘密,,红,133031,暮光的秘密,1
1330312,暮光的秘密,,红,133031,暮光的秘密,
1330313,暮光的秘密,,红,133031,暮光的秘密,
1330314,暮光的秘密,,红,133031,暮光的秘密,
1330315,暮光的秘密,,红,133031,暮光的秘密,
1330411,塞纳里奥要塞,,红,133041,塞纳里奥要塞,1
1330412,塞纳里奥要塞,,红,133041,塞纳里奥要塞,
1330413,塞纳里奥要塞,,红,133041,塞纳里奥要塞,
1330414,塞纳里奥要塞,,红,133041,塞纳里奥要塞,
1330415,塞纳里奥要塞,,红,133041,塞纳里奥要塞,
1330511,亚什虫巢,,红,133051,亚什虫巢,1
1330512,亚什虫巢,,红,133051,亚什虫巢,
1330513,亚什虫巢,,红,133051,亚什虫巢,
1330514,亚什虫巢,,红,133051,亚什虫巢,
1330515,亚什虫巢,,红,133051,亚什虫巢,
1330611,水晶谷,,红,133061,水晶谷,1
1330612,水晶谷,,红,133061,水晶谷,
1330613,水晶谷,,红,133061,水晶谷,
1330614,水晶谷,,红,133061,水晶谷,
1330615,水晶谷,,红,133061,水晶谷,
1330711,佐拉虫巢,,红,133071,佐拉虫巢,1
1330712,佐拉虫巢,,红,133071,佐拉虫巢,
1330713,佐拉虫巢,,红,133071,佐拉虫巢,
1330714,佐拉虫巢,,红,133071,佐拉虫巢,
1330715,佐拉虫巢,,红,133071,佐拉虫巢,
1330811,南风村,,红,133081,南风村,3
1330812,南风村,,红,133081,南风村,
1330813,南风村,,红,133081,南风村,
1330814,南风村,,红,133081,南风村,
1330815,南风村,,红,133081,南风村,
1330821,南风村,,红,133082,南风村,
1330822,南风村,,红,133082,南风村,
1330823,南风村,,红,133082,南风村,
1330824,南风村,,红,133082,南风村,
1330825,南风村,,红,133082,南风村,
1330831,南风村,,红,133083,南风村,
1330832,南风村,,红,133083,南风村,
1330833,南风村,,红,133083,南风村,
1330834,南风村,,红,133083,南风村,
1330835,南风村,,红,133083,南风村,
1330911,雷戈虫巢,,红,133091,雷戈虫巢,1
1330912,雷戈虫巢,,红,133091,雷戈虫巢,
1330913,雷戈虫巢,,红,133091,雷戈虫巢,
1330914,雷戈虫巢,,红,133091,雷戈虫巢,
1330915,雷戈虫巢,,红,133091,雷戈虫巢,
1331011,甲虫之墙,,红,133101,甲虫之墙,1
1331012,甲虫之墙,,红,133101,甲虫之墙,
1331013,甲虫之墙,,红,133101,甲虫之墙,
1331014,甲虫之墙,,红,133101,甲虫之墙,
1331015,甲虫之墙,,红,133101,甲虫之墙,
#下面是英雄图鉴内容,,,,,,
100101,这个就是卡尔萨斯？,3,红,1001,巫妖王,
100102,霜之哀伤呢,2,红,1001,,
100103,不喜欢这个家伙,2,红,1001,,
100104,不出所料物攻形,8,红,1001,,
100105,这个英雄给力不,7,红,1001,,
100106,抽不到这个家伙啊,3,红,1001,,
100107,刚充了月卡,5,红,1001,,
100108,我充了2个月卡,6,红,1001,,
100109,哎哟，污妖王,5,红,1001,,
#,,,,1002,大领主,
100301,翅膀不够霸气,3,红,1003,血魔,
100302,他的武器叫什么,3,红,1003,血魔,
100303,马脸,4,红,1003,血魔,
100304,有没有V7以上的玩家，问个事,5,红,1003,血魔,
100305,他会吸血,6,红,1003,血魔,
100306,DOTA里的血魔是空手的,6,红,1003,血魔,
100307,天赋技能不错啊,4,红,1003,血魔,
100308,防御形好像很厉害,3,红,1003,血魔,
100401,这个是奶爸,3,红,1004,图拉扬,
100402,奶量可以,2,红,1004,图拉扬,
100403,竞技场次数用完得买几次打才合算啊,2,红,1004,图拉扬,
100404,看起来很有钱,7,红,1004,图拉扬,
100405,这个锤子纯粹吓人的,6,红,1004,图拉扬,
100406,这个英雄好难抽,3,红,1004,图拉扬,
100407,你们有这个英雄没,3,红,1004,图拉扬,
100408,眼睛一直眨,5,红,1004,图拉扬,
100409,这锤子有他半人高了,6,红,1004,图拉扬,
100410,郑伊健之发型,6,红,1004,图拉扬,
100411,花美男,7,红,1004,图拉扬,
100501,这老头可以,2,红,1005,银白十字军,
100502,输出给力,2,红,1005,银白十字军,
100503,VIP每日奖励还不错,2,红,1005,银白十字军,
100504,老了，拿不动刀，只能扛肩膀上了,2,红,1005,银白十字军,
100505,铠甲挺帅的,3,红,1005,银白十字军,
100506,能打能奶，中庸型,4,红,1005,银白十字军,
100507,这老头好可爱,4,红,1005,银白十字军,
100508,这个刀有点像灰烬使者,6,红,1005,银白十字军,
100509,不认识这个人,7,红,1005,银白十字军,
100601,眼睛好呆萌,2,红,1006,暴风摄政王,
100601,肩膀上有只小鸟,2,红,1006,暴风摄政王,
100602,胸前的图案是不是一朵菊花,3,红,1006,暴风摄政王,
100603,这个是肉，输出一般,4,红,1006,暴风摄政王,
100604,有人建军团么，我长期玩,5,红,1006,暴风摄政王,
100605,谢霆锋以前也喜欢这个发型,5,红,1006,暴风摄政王,
100606,这个剑好宽,6,红,1006,暴风摄政王,
100607,这个家伙呼吸好粗,7,红,1006,暴风摄政王,
100608,我也想要这种络腮胡，好有味道,8,红,1006,暴风摄政王,
100609,这家伙的专属装备很好得,8,红,1006,暴风摄政王,
100610,我抽到的第一个橙色英雄救是他,9,红,1006,暴风摄政王,
#,,,,1007,艾萨拉女王,
100801,这奶爸年纪好大,2,红,1008,先知,
100802,他头上有紫色的光,2,红,1008,先知,
100803,他背后这东西是怎么悬挂的，好厉害的魔术,3,红,1008,先知,
100804,军团技能给力不,3,红,1008,先知,
100805,这个法杖貌似在哪见过（杨戬那?),4,红,1008,先知,
100806,他干嘛一直翻我白眼！,4,红,1008,先知,
100807,这个英雄好像连续登入2天就会送一个,5,红,1008,先知,
100808,他的尾巴上，还带了一个金色的尾环,6,红,1008,先知,
100809,胡子里还有2条紫色的小胡子，长得有个性,6,红,1008,先知,
100810,好瘦小,4,红,1008,先知,
100901,这络腮胡可以！,2,红,1009,大主教,
100902,沉默好用么？,2,红,1009,大主教,
100903,天赋不错啊，不知道DPS怎么样,2.3,红,1009,大主教,
100904,这个英雄天赋厉害啊,2.9,红,1009,大主教,
100905,他那个翅膀是外来物种啊，不是原生态的,3.2,红,1009,大主教,
100906,全身土豪金啊,4.5,红,1009,大主教,
100907,迪拜王子既视感,4.9,红,1009,大主教,
100908,感觉这货很有钱啊,5,红,1009,大主教,
100909,壕！！,5.6,红,1009,大主教,
100910,哎哟，全身镶金边的啊,6.4,红,1009,大主教,
100911,输出很给力，亲测,7,红,1009,大主教,
101001,胡子下面的绿球很值钱的样子,2,红,1010,大法师,
101002,法师越老越值钱,4,红,1010,大法师,
101003,竞技场没看见人带这个,4,红,1010,大法师,
101004,这个法杖不错,5,红,1010,大法师,
101005,看不到嘴巴啊,6,红,1010,大法师,
101006,这个英雄厉害不,7,红,1010,大法师,
101007,法系输出高还是物理系输出高,7,红,1010,大法师,
101008,为什么眼睛也是绿色的,8,红,1010,大法师,
101009,目测没头发，只能拿衣服包住了,8,红,1010,大法师,
101010,从他眼里看出了蛋蛋的忧伤,8,红,1010,大法师,
101101,这货看起来不像好人,2,红,1011,克总,
101102,这家伙是不是骷髅啊,3,红,1011,克总,
101103,群攻法师，还行,3,红,1011,克总,
101104,最高级的现在多少级了,4,红,1011,克总,
101105,好霸气，我喜欢,4,红,1011,克总,
101106,转过来，你们看他背后,5,红,1011,克总,
101107,身上的铁链有什么故事么,6,红,1011,克总,
101108,我女儿看到这个英雄吓哭了,7,红,1011,克总,
101201,哇塞，花美男耶,3,红,1012,逐日者,
101202,好帅,2,红,1012,逐日者,
101203,这个英雄是不是亲儿子，这么帅,4,红,1012,逐日者,
101204,一身土豪金,3,红,1012,逐日者,
101205,开了副本就可以打紫装了,4,红,1012,逐日者,
101206,这个英雄很好用,5,红,1012,逐日者,
101207,厉害么,2,红,1012,逐日者,
101208,火系法师，吊炸天,5,红,1012,逐日者,
101209,我也想要一个,6,红,1012,逐日者,
101210,我去抽，别拦我,5,红,1012,逐日者,
101211,帅炸了,7,红,1012,逐日者,
101212,精灵就是好看啊,5,红,1012,逐日者,
101213,原来男精灵比女精灵好看这么多,6,红,1012,逐日者,
101214,这个眉目点睛之笔好吧,4,红,1012,逐日者,
101215,整形过的吧,3,红,1012,逐日者,
101301,这是狗头人还是老鼠,2,红,1013,灰舌死誓者,
101302,武器看起来好值钱的样子啊,3,红,1013,灰舌死誓者,
101303,玩过测试服，现在福利比测试服好,4,红,1013,灰舌死誓者,
101304,这个家伙战斗力看起来很高的样子,5,红,1013,灰舌死誓者,
101305,我以为他是物攻型的,5,红,1013,灰舌死誓者,
101306,雷系法师，可以可以,6,红,1013,灰舌死誓者,
101307,他背后的那个棍子是钓鱼的还是吹箫的,6,红,1013,灰舌死誓者,
101308,肌肉不错,7,红,1013,灰舌死誓者,
101309,这鞋子貌似是舶来品啊,7,红,1013,灰舌死誓者,
101401,名字看起来就很霸气,3,红,1014,霜狼督军,
101402,很MAN的感觉,2,红,1014,霜狼督军,
101403,这个眼镜在非诚勿扰里有个2B女带过,6,红,1014,霜狼督军,
101404,充个V1玩玩,3,红,1014,霜狼督军,
101405,斧头感觉好挫,2,红,1014,霜狼督军,
101406,辫子有个性,4,红,1014,霜狼督军,
101407,衣服上的羽毛颜色不错,5,红,1014,霜狼督军,
101408,绿油油的家伙啊,5,红,1014,霜狼督军,
101409,一看就是好战分子,6,红,1014,霜狼督军,
101410,一言不合就干架,8,红,1014,霜狼督军,
101411,队友死光了，这货也就牛逼了,7,红,1014,霜狼督军,
101412,斧头缺了一个口,3,红,1014,霜狼督军,
101501,这是一个非洲土著,2,红,1015,天灾首领,
101502,这货叫耐奥祖,3,红,1015,天灾首领,
101503,这游戏有伊利丹么？多少钱,3,红,1015,天灾首领,
101504,腹肌和我一样,4,红,1015,天灾首领,
101505,这个家伙竟然是奶爸,4,红,1015,天灾首领,
101506,辫子在后面，得转过来才看的到,4,红,1015,天灾首领,
101507,眼睛为啥是蓝色的，魔法之源么,5,红,1015,天灾首领,
101508,我已经三个奶了，吐血,6,红,1015,天灾首领,
101509,我就一个奶,5,红,1015,天灾首领,
101510,请问你另一个奶去哪了,6,红,1015,天灾首领,
101511,他有没有眉毛,4,红,1015,天灾首领,
101512,纹身纹的神马,5,红,1015,天灾首领,
101513,这肤色给100分好吧！,4.5,红,1015,天灾首领,
101601,这个物种好奇怪,2,红,1016,暮光首领,
101602,另外一个是外形物种的头？,3.4,红,1016,暮光首领,
101603,手部看起来很有力量,5,红,1016,暮光首领,
101604,这个不是寇加尔么,4,红,1016,暮光首领,
101605,十连抽必得橙色英雄吗？,5.8,红,1016,暮光首领,
101606,好邪恶,2,红,1016,暮光首领,
101607,他们身上张那么多眼睛啊。我擦,6,红,1016,暮光首领,
101608,这个家伙的天赋就是个疯子啊,5.7,红,1016,暮光首领,
101609,像DOTA2里的神灵武士,5,红,1016,暮光首领,
101610,我神灵经常超神,4.5,红,1016,暮光首领,
101611,这货两个脑袋胡子还不太一样,3,红,1016,暮光首领,
101612,独眼的那个脑壳好萌啊,5.2,红,1016,暮光首领,
101701,看起来就很凶残啊,2.2,红,1017,基丹,
101702,恶魔的既视感,3.5,红,1017,基丹,
101703,鸡蛋鸡蛋！！,3.8,红,1017,基丹,
101704,他的毛发颜色和皮肤一个样,4.2,红,1017,基丹,
101705,鬼头人身马腿龙之翼！,4.8,红,1017,基丹,
101706,先熟悉一下这个游戏，下个服务器充点钱认真玩,6,红,1017,基丹,
101707,随时战斗的样子,5,红,1017,基丹,
101708,我有这货，超猛！,5.2,红,1017,基丹,
101709,恩，输出中的战斗机,5.9,红,1017,基丹,
101710,最霸气的英雄，没有之一,4.8,红,1017,基丹,
101711,很凶残,4.6,红,1017,基丹,
101712,抽不到啊,5.3,红,1017,基丹,
101801,看起来像夜魔啊,2.6,红,1018,恐惧魔王,
101802,不喜欢，丑,2.9,红,1018,恐惧魔王,
101803,拉轰的造型,3,红,1018,恐惧魔王,
101804,肉是挺肉的，站前排抗揍,3.3,红,1018,恐惧魔王,
101805,首充礼包不错,3.9,红,1018,恐惧魔王,
101806,头顶两个角应该挺值钱的,4,红,1018,恐惧魔王,
101807,这家伙对紫色情有独钟,4.2,红,1018,恐惧魔王,
101808,我都没一个防御型的英雄,4.6,红,1018,恐惧魔王,
101809,这游戏是什么背景的，看起来好厉害,5,红,1018,恐惧魔王,
101810,天上是不是有什么东西,5.9,红,1018,恐惧魔王,
101901,好拉轰！！,1,红,1019,大德鲁伊,
101902,我要抽一个这个,2.8,红,1019,大德鲁伊,
101903,好拉轰的造型,2,红,1019,大德鲁伊,
101904,金光闪闪！好喜欢！,3.2,红,1019,大德鲁伊,
101905,这货是黄金做的么,3.6,红,1019,大德鲁伊,
101906,这游戏首充三倍，可以,4,红,1019,大德鲁伊,
101907,盔甲也很拉轰,4.3,红,1019,大德鲁伊,
101908,我喜欢,3.8,红,1019,大德鲁伊,
101909,爆炸帅,5,红,1019,大德鲁伊,
101910,怎么抽的,1,红,1019,大德鲁伊,
101911,弱弱的说一句，这个是废物,5.5,红,1019,大德鲁伊,
101912,这是狮子么,5.9,红,1019,大德鲁伊,
101913,黄金狮子头！,6,红,1019,大德鲁伊,
101914,哇靠，猴赛雷！,1,红,1019,大德鲁伊,
102001,这货好忧郁,3,红,1020,半神,
102002,悲伤的秋千,3.5,红,1020,半神,
102003,一巴掌呼过去,4,红,1020,半神,
102004,头上的角不好看,4.3,红,1020,半神,
102005,竞技场给钻石的，别打我,5,红,1020,半神,
102006,看起来是公的,4.8,红,1020,半神,
102007,这个家伙有母的没,5.2,红,1020,半神,
102008,这个尾巴有意思,5.6,红,1020,半神,
102009,讲道理，左手大那么多，单身几千年了？,5.9,红,1020,半神,
102010,看着好像舒淇老公的样子啊,6,红,1020,半神,
102101,到底是汉字还是妹子,3,红,1021,符文图腾,
102102,衣服穿的很有少数民族的感觉,5,红,1021,符文图腾,
102103,这个牙齿是几个意思,3.6,红,1021,符文图腾,
102104,一个奶妈,2.3,红,1021,符文图腾,
102105,游戏还是屌丝多,4,红,1021,符文图腾,
102106,我有这货，还行,3.9,红,1021,符文图腾,
102107,很给力的奶啊,4.3,红,1021,符文图腾,
102108,卧槽，这货穿的的是肚兜,5.6,红,1021,符文图腾,
102109,呃呃呃！,3.2,红,1021,符文图腾,
102110,被发现了,2,红,1021,符文图腾,
102111,冒个泡,2.5,红,1021,符文图腾,
102201,小黑！,2,红,1022,黑暗游侠,
102202,他为嘛吧剑丢地上去了,3.5,红,1022,黑暗游侠,
102203,这个家伙厉害么,3.9,红,1022,黑暗游侠,
102204,感觉还行,2.5,红,1022,黑暗游侠,
102205,VIP礼包有红色的星座我擦,4.5,红,1022,黑暗游侠,
102206,改名叫小紫吧,4,红,1022,黑暗游侠,
102207,这脸蛋挺美,4.7,红,1022,黑暗游侠,
102208,小黑有介么漂亮么,4.8,红,1022,黑暗游侠,
102209,这个英雄输出吊么,5,红,1022,黑暗游侠,
102210,我想玩菜刀队,5.2,红,1022,黑暗游侠,
102301,传说中的蛇发女妖,2.5,红,1023,娜迦女士,
102302,鱼人永不言败！,5,红,1023,娜迦女士,
102303,rua,2,红,1023,娜迦女士,
102304,她的箭袋在哪,3.9,红,1023,娜迦女士,
102305,这游戏要花钱玩么,3.7,红,1023,娜迦女士,
102306,发型差评,3.8,红,1023,娜迦女士,
102307,背影杀手,4,红,1023,娜迦女士,
102308,这家伙厉害不厉害,4.2,红,1023,娜迦女士,
102309,小黑强还是娜迦强,4.5,红,1023,娜迦女士,
102310,眼睛犯桃花的赶脚,4.9,红,1023,娜迦女士,
