Table:CsvPSkillInfo,,,,,,,,,,,,,,,
tid,name:s,lv_exp,total_exp,attr:AttrType,attr_p,attr_v,color:ItemColor,icon:s,upgradeCostMoney,upgradeCostBookTID:a,upgradeCostBookCount:a,decomposeCostDiamond,decomposeGainItemTID:a,decomposeGainItemCount:a,desc:s
2319,高级抵抗,1030,8180,抵抗,1700,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,40041,","1,1,1,8,1,",抵抗+17%
2320,高级抵抗,1100,9210,抵抗,1800,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,40041,","1,1,1,9,2,",抵抗+18%
2321,高级抵抗,1180,10310,抵抗,1920,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,40041,","1,1,1,10,3,",抵抗+19.2%
2322,高级抵抗,1260,11490,抵抗,2040,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,40041,","1,1,1,11,4,",抵抗+20.4%
2323,高级抵抗,1340,12750,抵抗,2160,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,40042,40041,","1,1,1,12,1,2,",抵抗+21.6%
2324,高级抵抗,1420,14090,抵抗,2280,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,","1,1,1,14,",抵抗+22.8%
2325,高级抵抗,1500,15510,抵抗,2400,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,40042,","1,1,1,15,1,",抵抗+24%
2326,高级抵抗,1590,17010,抵抗,2520,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,","1,1,1,17,",抵抗+25.2%
2327,高级抵抗,1680,18600,抵抗,2640,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,40042,40041,","1,1,1,18,1,1,",抵抗+26.4%
2328,高级抵抗,1770,20280,抵抗,2760,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,40041,","1,1,1,20,2,",抵抗+27.6%
2329,高级抵抗,1860,22050,抵抗,2880,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,","1,1,1,22,",抵抗+28.8%
2330,高级抵抗,1950,23910,抵抗,3000,,紫,Icon/20013dikang_zi_64,500000,20014,1,300,"20013,20012,20011,40043,40042,40041,","1,1,1,23,1,4,",抵抗+30%
#命中,,,,,,,,,,,,,,,
3101,初级命中,12,-1,命中,50,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,","1,",命中+0.5%
3102,初级命中,20,12,命中,65,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,","1,",命中+0.65%
3103,初级命中,30,32,命中,80,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,","1,",命中+0.8%
3104,初级命中,40,62,命中,95,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,","1,",命中+0.95%
3105,初级命中,50,102,命中,112,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40041,","1,1,",命中+1.12%
3106,初级命中,62,152,命中,130,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40041,","1,1,",命中+1.3%
3107,初级命中,75,214,命中,147,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40041,","1,2,",命中+1.47%
3108,初级命中,87,289,命中,165,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40041,","1,2,",命中+1.65%
3109,初级命中,100,376,命中,182,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40041,","1,3,",命中+1.82%
3110,初级命中,112,476,命中,200,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40041,","1,4,",命中+2%
3111,初级命中,127,588,命中,225,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40042,","1,1,",命中+2.25%
3112,初级命中,142,715,命中,250,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40042,40041,","1,1,2,",命中+2.5%
3113,初级命中,157,857,命中,275,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40042,40041,","1,1,3,",命中+2.75%
3114,初级命中,172,1014,命中,300,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,","1,1,",命中+3%
3115,初级命中,187,1186,命中,325,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40041,","1,1,1,",命中+3.25%
3116,初级命中,205,1373,命中,350,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40041,","1,1,3,",命中+3.5%
3117,初级命中,222,1578,命中,375,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40042,","1,1,1,",命中+3.75%
3118,初级命中,240,1800,命中,400,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40042,40041,","1,1,1,3,",命中+4%
3119,初级命中,257,2040,命中,425,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,","1,2,",命中+4.25%
3120,初级命中,275,2297,命中,450,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40041,","1,2,2,",命中+4.5%
3121,初级命中,295,2572,命中,480,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40042,","1,2,1,",命中+4.8%
3122,初级命中,315,2867,命中,510,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40042,40041,","1,2,1,3,",命中+5.1%
3123,初级命中,335,3182,命中,540,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40041,","1,3,1,",命中+5.4%
3124,初级命中,355,3517,命中,570,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40042,","1,3,1,",命中+5.7%
3125,初级命中,375,3872,命中,600,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40042,40041,","1,3,1,3,",命中+6%
3126,初级命中,397,4247,命中,630,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40041,","1,4,2,",命中+6.3%
3127,初级命中,420,4644,命中,660,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40042,40041,","1,4,1,1,",命中+6.6%
3128,初级命中,442,5064,命中,690,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,","1,5,",命中+6.9%
3129,初级命中,465,5506,命中,720,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40042,","1,5,1,",命中+7.2%
3130,初级命中,487,5971,命中,750,,绿,Icon/20021mingzhong_lv_64,100000,20022,1,100,"20021,40043,40042,40041,","1,5,1,4,",命中+7.5%
3201,中级命中,25,-1,命中,100,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,","1,1,",命中+1%
3202,中级命中,40,25,命中,130,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,","1,1,",命中+1.3%
3203,中级命中,60,65,命中,160,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,","1,1,",命中+1.6%
3204,中级命中,80,125,命中,190,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40041,","1,1,1,",命中+1.9%
3205,中级命中,100,205,命中,225,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40041,","1,1,2,",命中+2.25%
3206,中级命中,125,305,命中,260,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40041,","1,1,3,",命中+2.6%
3207,中级命中,150,430,命中,295,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40041,","1,1,4,",命中+2.95%
3208,中级命中,175,580,命中,330,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40042,","1,1,1,",命中+3.3%
3209,中级命中,200,755,命中,365,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40042,40041,","1,1,1,2,",命中+3.65%
3210,中级命中,225,955,命中,400,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40042,40041,","1,1,1,4,",命中+4%
3211,中级命中,255,1180,命中,450,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40041,","1,1,1,1,",命中+4.5%
3212,中级命中,285,1435,命中,500,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40041,","1,1,1,4,",命中+5%
3213,中级命中,315,1720,命中,550,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40042,40041,","1,1,1,1,2,",命中+5.5%
3214,中级命中,345,2035,命中,600,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,","1,1,2,",命中+6%
3215,中级命中,375,2380,命中,650,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40041,","1,1,2,3,",命中+6.5%
3216,中级命中,410,2755,命中,700,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40042,40041,","1,1,2,1,2,",命中+7%
3217,中级命中,445,3165,命中,750,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40041,","1,1,3,1,",命中+7.5%
3218,中级命中,480,3610,命中,800,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40042,40041,","1,1,3,1,1,",命中+8%
3219,中级命中,515,4090,命中,850,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,","1,1,4,",命中+8.5%
3220,中级命中,550,4605,命中,900,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40042,40041,","1,1,4,1,1,",命中+9%
3221,中级命中,590,5155,命中,960,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40041,","1,1,5,1,",命中+9.6%
3222,中级命中,630,5745,命中,1020,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40042,40041,","1,1,5,1,2,",命中+10.2%
3223,中级命中,670,6375,命中,1080,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40041,","1,1,6,3,",命中+10.8%
3224,中级命中,710,7045,命中,1140,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,","1,1,7,",命中+11.4%
3225,中级命中,750,7755,命中,1200,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40042,40041,","1,1,7,1,2,",命中+12%
3226,中级命中,795,8505,命中,1260,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40042,","1,1,8,1,",命中+12.6%
3227,中级命中,840,9300,命中,1320,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40041,","1,1,9,3,",命中+13.2%
3228,中级命中,885,10140,命中,1380,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40041,","1,1,10,1,",命中+13.8%
3229,中级命中,930,11025,命中,1440,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,","1,1,11,",命中+14.4%
3230,中级命中,975,11955,命中,1500,,蓝,Icon/20022mingzhong_lan_64,300000,20023,1,200,"20022,20021,40043,40042,40041,","1,1,11,1,4,",命中+15%
3301,高级命中,50,-1,命中,200,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,","1,1,1,",命中+2%
3302,高级命中,80,50,命中,260,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,","1,1,1,",命中+2.6%
3303,高级命中,120,130,命中,320,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40041,","1,1,1,1,",命中+3.2%
3304,高级命中,160,250,命中,380,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40041,","1,1,1,2,",命中+3.8%
3305,高级命中,200,410,命中,450,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40041,","1,1,1,4,",命中+4.5%
3306,高级命中,250,610,命中,520,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40042,40041,","1,1,1,1,1,",命中+5.2%
3307,高级命中,300,860,命中,590,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40042,40041,","1,1,1,1,3,",命中+5.9%
3308,高级命中,350,1160,命中,660,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40041,","1,1,1,1,1,",命中+6.6%
3309,高级命中,400,1510,命中,730,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40042,","1,1,1,1,1,",命中+7.3%
3310,高级命中,450,1910,命中,800,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40042,40041,","1,1,1,1,1,4,",命中+8%
3311,高级命中,510,2360,命中,900,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40041,","1,1,1,2,3,",命中+9%
3312,高级命中,570,2870,命中,1000,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40042,40041,","1,1,1,2,1,3,",命中+10%
3313,高级命中,630,3440,命中,1100,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40041,","1,1,1,3,4,",命中+11%
3314,高级命中,690,4070,命中,1200,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,","1,1,1,4,",命中+12%
3315,高级命中,750,4760,命中,1300,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40042,40041,","1,1,1,4,1,2,",命中+13%
3316,高级命中,820,5510,命中,1400,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40042,","1,1,1,5,1,",命中+14%
3317,高级命中,890,6330,命中,1500,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40041,","1,1,1,6,3,",命中+15%
3318,高级命中,960,7220,命中,1600,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40041,","1,1,1,7,2,",命中+16%
3319,高级命中,1030,8180,命中,1700,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40041,","1,1,1,8,1,",命中+17%
3320,高级命中,1100,9210,命中,1800,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40041,","1,1,1,9,2,",命中+18%
3321,高级命中,1180,10310,命中,1920,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40041,","1,1,1,10,3,",命中+19.2%
3322,高级命中,1260,11490,命中,2040,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40041,","1,1,1,11,4,",命中+20.4%
3323,高级命中,1340,12750,命中,2160,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40042,40041,","1,1,1,12,1,2,",命中+21.6%
3324,高级命中,1420,14090,命中,2280,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,","1,1,1,14,",命中+22.8%
3325,高级命中,1500,15510,命中,2400,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40042,","1,1,1,15,1,",命中+24%
3326,高级命中,1590,17010,命中,2520,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,","1,1,1,17,",命中+25.2%
3327,高级命中,1680,18600,命中,2640,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40042,40041,","1,1,1,18,1,1,",命中+26.4%
3328,高级命中,1770,20280,命中,2760,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40041,","1,1,1,20,2,",命中+27.6%
3329,高级命中,1860,22050,命中,2880,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,","1,1,1,22,",命中+28.8%
3330,高级命中,1950,23910,命中,3000,,紫,Icon/20023mingzhong_zi_64,500000,20024,1,300,"20023,20022,20021,40043,40042,40041,","1,1,1,23,1,4,",命中+30%
#闪避,,,,,,,,,,,,,,,
4101,初级闪避,12,-1,闪避,50,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,","1,",闪避+0.5%
4102,初级闪避,20,12,闪避,65,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,","1,",闪避+0.65%
4103,初级闪避,30,32,闪避,80,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,","1,",闪避+0.8%
4104,初级闪避,40,62,闪避,95,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,","1,",闪避+0.95%
4105,初级闪避,50,102,闪避,112,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40041,","1,1,",闪避+1.12%
4106,初级闪避,62,152,闪避,130,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40041,","1,1,",闪避+1.3%
4107,初级闪避,75,214,闪避,147,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40041,","1,2,",闪避+1.47%
4108,初级闪避,87,289,闪避,165,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40041,","1,2,",闪避+1.65%
4109,初级闪避,100,376,闪避,182,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40041,","1,3,",闪避+1.82%
4110,初级闪避,112,476,闪避,200,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40041,","1,4,",闪避+2%
4111,初级闪避,127,588,闪避,225,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40042,","1,1,",闪避+2.25%
4112,初级闪避,142,715,闪避,250,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40042,40041,","1,1,2,",闪避+2.5%
4113,初级闪避,157,857,闪避,275,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40042,40041,","1,1,3,",闪避+2.75%
4114,初级闪避,172,1014,闪避,300,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,","1,1,",闪避+3%
4115,初级闪避,187,1186,闪避,325,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40041,","1,1,1,",闪避+3.25%
4116,初级闪避,205,1373,闪避,350,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40041,","1,1,3,",闪避+3.5%
4117,初级闪避,222,1578,闪避,375,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40042,","1,1,1,",闪避+3.75%
4118,初级闪避,240,1800,闪避,400,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40042,40041,","1,1,1,3,",闪避+4%
4119,初级闪避,257,2040,闪避,425,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,","1,2,",闪避+4.25%
4120,初级闪避,275,2297,闪避,450,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40041,","1,2,2,",闪避+4.5%
4121,初级闪避,295,2572,闪避,480,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40042,","1,2,1,",闪避+4.8%
4122,初级闪避,315,2867,闪避,510,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40042,40041,","1,2,1,3,",闪避+5.1%
4123,初级闪避,335,3182,闪避,540,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40041,","1,3,1,",闪避+5.4%
4124,初级闪避,355,3517,闪避,570,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40042,","1,3,1,",闪避+5.7%
4125,初级闪避,375,3872,闪避,600,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40042,40041,","1,3,1,3,",闪避+6%
4126,初级闪避,397,4247,闪避,630,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40041,","1,4,2,",闪避+6.3%
4127,初级闪避,420,4644,闪避,660,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40042,40041,","1,4,1,1,",闪避+6.6%
4128,初级闪避,442,5064,闪避,690,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,","1,5,",闪避+6.9%
4129,初级闪避,465,5506,闪避,720,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40042,","1,5,1,",闪避+7.2%
4130,初级闪避,487,5971,闪避,750,,绿,Icon/20031shanbi_lv_64,100000,20032,1,100,"20031,40043,40042,40041,","1,5,1,4,",闪避+7.5%
4201,中级闪避,25,-1,闪避,100,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,","1,1,",闪避+1%
4202,中级闪避,40,25,闪避,130,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,","1,1,",闪避+1.3%
4203,中级闪避,60,65,闪避,160,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,","1,1,",闪避+1.6%
4204,中级闪避,80,125,闪避,190,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40041,","1,1,1,",闪避+1.9%
4205,中级闪避,100,205,闪避,225,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40041,","1,1,2,",闪避+2.25%
4206,中级闪避,125,305,闪避,260,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40041,","1,1,3,",闪避+2.6%
4207,中级闪避,150,430,闪避,295,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40041,","1,1,4,",闪避+2.95%
4208,中级闪避,175,580,闪避,330,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40042,","1,1,1,",闪避+3.3%
4209,中级闪避,200,755,闪避,365,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40042,40041,","1,1,1,2,",闪避+3.65%
4210,中级闪避,225,955,闪避,400,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40042,40041,","1,1,1,4,",闪避+4%
4211,中级闪避,255,1180,闪避,450,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40041,","1,1,1,1,",闪避+4.5%
4212,中级闪避,285,1435,闪避,500,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40041,","1,1,1,4,",闪避+5%
4213,中级闪避,315,1720,闪避,550,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40042,40041,","1,1,1,1,2,",闪避+5.5%
4214,中级闪避,345,2035,闪避,600,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,","1,1,2,",闪避+6%
4215,中级闪避,375,2380,闪避,650,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40041,","1,1,2,3,",闪避+6.5%
4216,中级闪避,410,2755,闪避,700,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40042,40041,","1,1,2,1,2,",闪避+7%
4217,中级闪避,445,3165,闪避,750,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40041,","1,1,3,1,",闪避+7.5%
4218,中级闪避,480,3610,闪避,800,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40042,40041,","1,1,3,1,1,",闪避+8%
4219,中级闪避,515,4090,闪避,850,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,","1,1,4,",闪避+8.5%
4220,中级闪避,550,4605,闪避,900,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40042,40041,","1,1,4,1,1,",闪避+9%
4221,中级闪避,590,5155,闪避,960,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40041,","1,1,5,1,",闪避+9.6%
4222,中级闪避,630,5745,闪避,1020,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40042,40041,","1,1,5,1,2,",闪避+10.2%
4223,中级闪避,670,6375,闪避,1080,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40041,","1,1,6,3,",闪避+10.8%
4224,中级闪避,710,7045,闪避,1140,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,","1,1,7,",闪避+11.4%
4225,中级闪避,750,7755,闪避,1200,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40042,40041,","1,1,7,1,2,",闪避+12%
4226,中级闪避,795,8505,闪避,1260,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40042,","1,1,8,1,",闪避+12.6%
4227,中级闪避,840,9300,闪避,1320,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40041,","1,1,9,3,",闪避+13.2%
4228,中级闪避,885,10140,闪避,1380,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40041,","1,1,10,1,",闪避+13.8%
4229,中级闪避,930,11025,闪避,1440,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,","1,1,11,",闪避+14.4%
4230,中级闪避,975,11955,闪避,1500,,蓝,Icon/20032shanbi_lan_64,300000,20033,1,200,"20032,20031,40043,40042,40041,","1,1,11,1,4,",闪避+15%
4301,高级闪避,50,-1,闪避,200,,紫,Icon/20033shanbi_zi_64,500000,20034,1,300,"20033,20032,20031,","1,1,1,",闪避+2%
4302,高级闪避,80,50,闪避,260,,紫,Icon/20033shanbi_zi_64,500000,20034,1,300,"20033,20032,20031,","1,1,1,",闪避+2.6%
