Table:CsvEquipEnhance,,,,
tid,cost,accum_cost,critical_rate,critical_rate2
10005142,124262,3668135,200,100
10005143,127059,3792397,200,100
10005144,129876,3919456,200,100
10005145,132712,4049332,200,100
10005146,135567,4182044,200,100
10005147,138442,4317611,200,100
10005148,141337,4456053,200,100
10005149,144252,4597390,200,100
10005150,147186,4741642,200,100
10005151,150139,4888828,200,100
10005152,153112,5038967,200,100
10005153,156105,5192079,200,100
10005154,159117,5348184,200,100
10005155,162149,5507301,200,100
10005156,165200,5669450,200,100
10005157,168271,5834650,200,100
10005158,171362,6002921,200,100
10005159,174472,6174283,200,100
10005160,178459,6348755,200,100
10005161,183376,6527214,100,50
10005162,188324,6710590,100,50
10005163,193303,6898914,100,50
10005164,198312,7092217,100,50
10005165,203352,7290529,100,50
10005166,208422,7493881,100,50
10005167,213523,7702303,100,50
10005168,218655,7915826,100,50
10005169,223817,8134481,100,50
10005170,229010,8358298,100,50
10005171,234233,8587308,100,50
10005172,239487,8821541,100,50
10005173,244772,9061028,100,50
10005174,250087,9305800,100,50
10005175,255433,9555887,100,50
10005176,260809,9811320,100,50
10005177,266216,10072129,100,50
10005178,271654,10338345,100,50
10005179,277122,10609999,100,50
10005180,282621,10887121,100,50
10005181,288151,11169742,100,50
10005182,293711,11457893,100,50
10005183,299301,11751604,100,50
10005184,304922,12050905,100,50
10005185,310574,12355827,100,50
10005186,316257,12666401,100,50
10005187,321970,12982658,100,50
10005188,327713,13304628,100,50
10005189,333487,13632341,100,50
10005190,339292,13965828,100,50
10005191,345128,14305120,100,50
10005192,350994,14650248,100,50
10005193,356890,15001242,100,50
10005194,362818,15358132,100,50
10005195,368775,15720950,100,50
10005196,374764,16089725,100,50
10005197,380783,16464489,100,50
10005198,386832,16845272,100,50
10005199,392913,17232104,100,50
10005200,402084,17625017,100,50
10005201,416814,18027101,100,50
10006001,33,0,2000,1000
10006002,34,33,2000,1000
10006003,38,67,2000,1000
10006004,46,105,2000,1000
10006005,58,151,2000,1000
10006006,73,209,2000,1000
10006007,92,282,2000,1000
10006008,115,374,2000,1000
10006009,141,489,2000,1000
10006010,171,630,2000,1000
10006011,204,801,2000,1000
10006012,241,1005,2000,1000
10006013,281,1246,2000,1000
10006014,325,1527,2000,1000
10006015,373,1852,2000,1000
10006016,424,2225,2000,1000
10006017,479,2649,2000,1000
10006018,538,3128,2000,1000
10006019,600,3666,2000,1000
10006020,666,4266,2000,1000
10006021,735,4932,1500,750
10006022,808,5667,1500,750
10006023,884,6475,1500,750
10006024,964,7359,1500,750
10006025,1048,8323,1500,750
10006026,1135,9371,1500,750
10006027,1226,10506,1500,750
10006028,1321,11732,1500,750
10006029,1419,13053,1500,750
10006030,1521,14472,1500,750
10006031,1626,15993,1000,500
10006032,1735,17619,1000,500
10006033,1847,19354,1000,500
10006034,1963,21201,1000,500
10006035,2083,23164,1000,500
10006036,2206,25247,1000,500
10006037,2333,27453,1000,500
10006038,2464,29786,1000,500
10006039,2598,32250,1000,500
10006040,2736,34848,1000,500
10006041,2877,37584,1000,500
10006042,3022,40461,1000,500
10006043,3170,43483,1000,500
10006044,3322,46653,1000,500
10006045,3478,49975,1000,500
10006046,3637,53453,1000,500
10006047,3800,57090,1000,500
10006048,3967,60890,1000,500
10006049,4137,64857,1000,500
10006050,4311,68994,1000,500
10006051,4488,73305,1000,500
10006052,4669,77793,1000,500
10006053,4853,82462,1000,500
10006054,5041,87315,1000,500
10006055,5233,92356,1000,500
10006056,5428,97589,1000,500
10006057,5627,103017,1000,500
10006058,5830,108644,1000,500
10006059,6036,114474,1000,500
10006060,6246,120510,1000,500
10006061,6460,126756,500,250
10006062,6678,133216,500,250
10006063,6899,139894,500,250
10006064,7123,146793,500,250
10006065,7352,153916,500,250
10006066,7583,161268,500,250
10006067,7819,168851,500,250
10006068,8057,176670,500,250
10006069,8299,184727,500,250
10006070,8545,193026,500,250
10006071,8794,201571,500,250
10006072,9047,210365,500,250
10006073,9304,219412,500,250
10006074,9563,228716,500,250
10006075,9827,238279,500,250
10006076,10093,248106,500,250
10006077,10364,258199,500,250
10006078,10638,268563,500,250
10006079,10915,279201,500,250
10006080,12240,290116,500,250
10006081,13987,302356,200,100
10006082,15757,316343,200,100
10006083,17548,332100,200,100
10006084,19360,349648,200,100
10006085,21195,369008,200,100
10006086,23050,390203,200,100
10006087,24928,413253,200,100
10006088,26827,438181,200,100
10006089,28747,465008,200,100
10006090,30690,493755,200,100
10006091,32653,524445,200,100
10006092,34639,557098,200,100
10006093,36646,591737,200,100
10006094,38674,628383,200,100
10006095,40725,667057,200,100
10006096,42796,707782,200,100
10006097,44890,750578,200,100
10006098,47005,795468,200,100
10006099,49141,842473,200,100
10006100,51300,891614,200,100
10006101,53479,942914,200,100
10006102,55681,996393,200,100
10006103,57904,1052074,200,100
10006104,60148,1109978,200,100
10006105,62415,1170126,200,100
10006106,64702,1232541,200,100
10006107,67012,1297243,200,100
10006108,69343,1364255,200,100
10006109,71695,1433598,200,100
10006110,74070,1505293,200,100
10006111,76465,1579363,200,100
10006112,78883,1655828,200,100
10006113,81322,1734711,200,100
10006114,83782,1816033,200,100
10006115,86265,1899815,200,100
10006116,88768,1986080,200,100
10006117,91294,2074848,200,100
10006118,93841,2166142,200,100
10006119,96409,2259983,200,100
10006120,99540,2356392,200,100
10006121,103019,2455932,200,100
10006122,106527,2558951,200,100
10006123,110064,2665478,200,100
10006124,113630,2775542,200,100
10006125,117225,2889172,200,100
10006126,120848,3006397,200,100
10006127,124500,3127245,200,100
10006128,128181,3251745,200,100
10006129,131891,3379926,200,100
10006130,135630,3511817,200,100
10006131,139397,3647447,200,100
10006132,143193,3786844,200,100
10006133,147018,3930037,200,100
10006134,150872,4077055,200,100
10006135,154755,4227927,200,100
10006136,158666,4382682,200,100
10006137,162606,4541348,200,100
10006138,166575,4703954,200,100
10006139,170573,4870529,200,100
10006140,174600,5041102,200,100
10006141,178655,5215702,200,100
10006142,182739,5394357,200,100
10006143,186852,5577096,200,100
10006144,190994,5763948,200,100
10006145,195165,5954942,200,100
10006146,199364,6150107,200,100
10006147,203592,6349471,200,100
10006148,207849,6553063,200,100
10006149,212135,6760912,200,100
10006150,216450,6973047,200,100
10006151,220793,7189497,200,100
10006152,225165,7410290,200,100
10006153,229566,7635455,200,100
10006154,233996,7865021,200,100
10006155,238455,8099017,200,100
10006156,242942,8337472,200,100
10006157,247458,8580414,200,100
10006158,252003,8827872,200,100
10006159,256577,9079875,200,100
10006160,262440,9336452,200,100
10006161,269671,9598892,100,50
10006162,276948,9868563,100,50
10006163,284269,10145511,100,50
10006164,291636,10429780,100,50
10006165,299047,10721416,100,50
10006166,306504,11020463,100,50
10006167,314005,11326967,100,50
10006168,321552,11640972,100,50
10006169,329143,11962524,100,50
10006170,336780,12291667,100,50
10006171,344461,12628447,100,50
10006172,352188,12972908,100,50
10006173,359959,13325096,100,50
10006174,367776,13685055,100,50
10006175,375637,14052831,100,50
10006176,383544,14428468,100,50
10006177,391495,14812012,100,50
10006178,399492,15203507,100,50
10006179,407533,15602999,100,50
10006180,415620,16010532,100,50
10006181,423751,16426152,100,50
10006182,431928,16849903,100,50
10006183,440149,17281831,100,50
10006184,448416,17721980,100,50
10006185,456727,18170396,100,50
10006186,465084,18627123,100,50
10006187,473485,19092207,100,50
10006188,481932,19565692,100,50
10006189,490423,20047624,100,50
10006190,498960,20538047,100,50
10006191,507541,21037007,100,50
10006192,516168,21544548,100,50
10006193,524839,22060716,100,50
10006194,533556,22585555,100,50
10006195,542317,23119111,100,50
10006196,551124,23661428,100,50
10006197,559975,24212552,100,50
10006198,568872,24772527,100,50
10006199,577813,25341399,100,50
10006200,591300,25919212,100,50
10006201,612963,26510512,100,50
10011001,32,0,2000,1000
10011002,33,32,2000,1000
10011003,37,65,2000,1000
10011004,45,102,2000,1000
10011005,56,147,2000,1000
10011006,71,203,2000,1000
10011007,90,274,2000,1000
10011008,111,364,2000,1000
10011009,137,475,2000,1000
10011010,166,612,2000,1000
10011011,198,778,2000,1000
10011012,234,976,2000,1000
10011013,273,1210,2000,1000
10011014,316,1483,2000,1000
10011015,362,1799,2000,1000
10011016,412,2161,2000,1000
10011017,465,2573,2000,1000
10011018,522,3038,2000,1000
10011019,582,3560,2000,1000
10011020,646,4142,2000,1000
10011021,714,4788,1500,750
10011022,784,5502,1500,750
10011023,859,6286,1500,750
10011024,936,7145,1500,750
10011025,1018,8081,1500,750
10011026,1102,9099,1500,750
10011027,1191,10201,1500,750
10011028,1283,11392,1500,750
10011029,1378,12675,1500,750
10011030,1477,14053,1500,750
10011031,1579,15530,1000,500
10011032,1685,17109,1000,500
10011033,1794,18794,1000,500
10011034,1907,20588,1000,500
10011035,2023,22495,1000,500
10011036,2143,24518,1000,500
10011037,2266,26661,1000,500
10011038,2393,28927,1000,500
10011039,2523,31320,1000,500
10011040,2656,33843,1000,500
10011041,2794,36499,1000,500
10011042,2934,39293,1000,500
10011043,3079,42227,1000,500
10011044,3226,45306,1000,500
10011045,3378,48532,1000,500
10011046,3532,51910,1000,500
10011047,3690,55442,1000,500
10011048,3852,59132,1000,500
10011049,4017,62984,1000,500
10011050,4186,67001,1000,500
10011051,4358,71187,1000,500
10011052,4534,75545,1000,500
10011053,4713,80079,1000,500
10011054,4896,84792,1000,500
10011055,5082,89688,1000,500
10011056,5271,94770,1000,500
10011057,5465,100041,1000,500
10011058,5661,105506,1000,500
10011059,5861,111167,1000,500
10011060,6065,117028,1000,500
10011061,6273,123093,500,250
10011062,6485,129366,500,250
10011063,6700,135851,500,250
10011064,6917,142551,500,250
10011065,7139,149468,500,250
10011066,7364,156607,500,250
10011067,7593,163971,500,250
10011068,7824,171564,500,250
10011069,8060,179388,500,250
10011070,8298,187448,500,250
10011071,8540,195746,500,250
10011072,8786,204286,500,250
10011073,9035,213072,500,250
10011074,9287,222107,500,250
10011075,9543,231394,500,250
10011076,9801,240937,500,250
10011077,10064,250738,500,250
10011078,10330,260802,500,250
10011079,10599,271132,500,250
10011080,11886,281731,500,250
10011081,13583,293617,200,100
10011082,15301,307200,200,100
10011083,17041,322501,200,100
10011084,18801,339542,200,100
10011085,20582,358343,200,100
10011086,22384,378925,200,100
10011087,24208,401309,200,100
10011088,26052,425517,200,100
10011089,27917,451569,200,100
10011090,29803,479486,200,100
10011091,31710,509289,200,100
10011092,33638,540999,200,100
10011093,35587,574637,200,100
10011094,37557,610224,200,100
10011095,39548,647781,200,100
10011096,41560,687329,200,100
10011097,43593,728889,200,100
10011098,45647,772482,200,100
10011099,47722,818129,200,100
10011100,49818,865851,200,100
10011101,51934,915669,200,100
10011102,54072,967603,200,100
10011103,56231,1021675,200,100
10011104,58411,1077906,200,100
10011105,60611,1136317,200,100
10011106,62833,1196928,200,100
10011107,65076,1259761,200,100
10011108,67339,1324837,200,100
10011109,69624,1392176,200,100
10011110,71930,1461800,200,100
10011111,74256,1533730,200,100
10011112,76604,1607986,200,100
10011113,78972,1684590,200,100
10011114,81362,1763562,200,100
10011115,83772,1844924,200,100
10011116,86204,1928696,200,100
10011117,88656,2014900,200,100
10011118,91130,2103556,200,100
10011119,93624,2194686,200,100
10011120,96664,2288310,200,100
10011121,100043,2384974,200,100
10011122,103450,2485017,200,100
10011123,106884,2588467,200,100
10011124,110347,2695351,200,100
10011125,113838,2805698,200,100
10011126,117357,2919536,200,100
10011127,120903,3036893,200,100
10011128,124478,3157796,200,100
10011129,128081,3282274,200,100
10011130,131711,3410355,200,100
10011131,135370,3542066,200,100
10011132,139056,3677436,200,100
10011133,142771,3816492,200,100
10011134,146513,3959263,200,100
10011135,150284,4105776,200,100
10011136,154082,4256060,200,100
10011137,157909,4410142,200,100
10011138,161763,4568051,200,100
10011139,165645,4729814,200,100
10011140,169556,4895459,200,100
10011141,173494,5065015,200,100
10011142,177460,5238509,200,100
10011143,181454,5415969,200,100
10011144,185476,5597423,200,100
10011145,189526,5782899,200,100
10011146,193604,5972425,200,100
10011147,197711,6166029,200,100
10011148,201845,6363740,200,100
10011149,206007,6565585,200,100
10011150,210197,6771592,200,100
10011151,214414,6981789,200,100
10011152,218660,7196203,200,100
10011153,222934,7414863,200,100
10011154,227236,7637797,200,100
10011155,231566,7865033,200,100
10011156,235924,8096599,200,100
10011157,240309,8332523,200,100
10011158,244723,8572832,200,100
10011159,249165,8817555,200,100
10011160,254858,9066720,200,100
10011161,261880,9321578,100,50
10011162,268947,9583458,100,50
10011163,276057,9852405,100,50
10011164,283210,10128462,100,50
10011165,290408,10411672,100,50
10011166,297649,10702080,100,50
10011167,304934,10999729,100,50
10011168,312262,11304663,100,50
10011169,319634,11616925,100,50
10011170,327050,11936559,100,50
10011171,334510,12263609,100,50
10011172,342013,12598119,100,50
10011173,349560,12940132,100,50
10011174,357151,13289692,100,50
10011175,364785,13646843,100,50
10011176,372463,14011628,100,50
10011177,380185,14384091,100,50
10011178,387951,14764276,100,50
10011179,395760,15152227,100,50
10011180,403613,15547987,100,50
10011181,411509,15951600,100,50
10011182,419450,16363109,100,50
10011183,427434,16782559,100,50
10011184,435461,17209993,100,50
10011185,443533,17645454,100,50
10011186,451648,18088987,100,50
10011187,459807,18540635,100,50
10011188,468009,19000442,100,50
10011189,476255,19468451,100,50
10011190,484545,19944706,100,50
10011191,492879,20429251,100,50
10011192,501256,20922130,100,50
10011193,509677,21423386,100,50
10011194,518142,21933063,100,50
10011195,526650,22451205,100,50
10011196,535202,22977855,100,50
10011197,543798,23513057,100,50
10011198,552437,24056855,100,50
10011199,561121,24609292,100,50
10011200,574218,25170413,100,50
10011201,595255,25744631,100,50
10012001,32,0,2000,1000
10012002,33,32,2000,1000
10012003,37,65,2000,1000
10012004,45,102,2000,1000
10012005,56,147,2000,1000
10012006,71,203,2000,1000
10012007,90,274,2000,1000
10012008,111,364,2000,1000
10012009,137,475,2000,1000
10012010,166,612,2000,1000
10012011,198,778,2000,1000
10012012,234,976,2000,1000
10012013,273,1210,2000,1000
10012014,316,1483,2000,1000
10012015,362,1799,2000,1000
10012016,412,2161,2000,1000
10012017,465,2573,2000,1000
10012018,522,3038,2000,1000
10012019,582,3560,2000,1000
10012020,646,4142,2000,1000
10012021,714,4788,1500,750
10012022,784,5502,1500,750
10012023,859,6286,1500,750
10012024,936,7145,1500,750
10012025,1018,8081,1500,750
10012026,1102,9099,1500,750
10012027,1191,10201,1500,750
10012028,1283,11392,1500,750
10012029,1378,12675,1500,750
10012030,1477,14053,1500,750
10012031,1579,15530,1000,500
10012032,1685,17109,1000,500
10012033,1794,18794,1000,500
10012034,1907,20588,1000,500
10012035,2023,22495,1000,500
10012036,2143,24518,1000,500
