Table:CsvHeroUpgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,hero_id,trans_times,trans_discription:s,color:ItemColor,name:s,intel_p,intel_i,intel_e,intel_a,freepoint,fightingspirit,buff_id,needlevel,needmoney,needitem1,needitem2,needitem3,needitem4,needitem5,amount1,amount2,amount3,amount4,amount5,return_spirit,return_item1,return_item2,return_item3,return_item4,return_item5,return_item6,return_item7,return_item8,return_item9,return_item10,return_item11,return_item12,return_item13,return_item14,return_item15,return_item16,return_item17,return_item18,return_item19,return_item20,return_amount1,return_amount2,return_amount3,return_amount4,return_amount5,return_amount6,return_amount7,return_amount8,return_amount9,return_amount10,return_amount11,return_amount12,return_amount13,return_amount14,return_amount15,return_amount16,return_amount17,return_amount18,return_amount19,return_amount20,needHeroTID,needHeroCount
102800,1028,0,,橙,恶魔猎手,90,82,120,68,0,240,10059,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102801,1028,1,＋1,橙,恶魔猎手,135,123,165,102,80,240,10071,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
102802,1028,2,＋2,橙,恶魔猎手,180,164,210,136,80,500,10119,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1028,1
102803,1028,3,＋3,橙,恶魔猎手,225,205,255,170,80,900,10061,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2028,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1028,1
102804,1028,4,＋4,橙,恶魔猎手,270,246,300,204,80,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2028,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1028,2
102805,1028,5,＋5,橙,恶魔猎手,315,287,345,238,80,2000,10116,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2028,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1028,3
102806,1028,6,＋6,红,恶魔猎手,360,328,390,272,80,1500,10141,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2028,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1028,1
102807,1028,7,＋7,红,恶魔猎手,405,369,435,306,80,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2028,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1028,2
102808,1028,8,＋8,红,恶魔猎手,450,410,480,340,80,2600,10098,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2028,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1028,3
102809,1028,9,＋9,红,恶魔猎手,495,451,525,374,80,3200,10049,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2028,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1028,4
102810,1028,10,＋10,红,恶魔猎手,540,492,570,408,80,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2028,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1028,5
102811,1028,11,＋11,红,恶魔猎手,585,533,615,442,80,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2028,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1028,5
102812,1028,12,＋12,红,恶魔猎手,630,574,660,476,80,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2028,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1028,5
102900,1029,0,,橙,守望者,83,70,75,72,0,240,10030,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102901,1029,1,＋1,橙,守望者,124,105,112,108,60,240,10071,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
102902,1029,2,＋2,橙,守望者,166,140,150,144,60,500,10092,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1029,1
102903,1029,3,＋3,橙,守望者,207,175,187,180,60,900,10048,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2029,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1029,1
102904,1029,4,＋4,橙,守望者,249,210,225,216,60,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2029,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1029,2
102905,1029,5,＋5,橙,守望者,290,245,262,252,60,2000,10006,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2029,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1029,3
102906,1029,6,＋6,红,守望者,332,280,300,288,60,1500,10142,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2029,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1029,1
102907,1029,7,＋7,红,守望者,373,315,337,324,60,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2029,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1029,2
102908,1029,8,＋8,红,守望者,415,350,375,360,60,2600,10119,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2029,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1029,3
102909,1029,9,＋9,红,守望者,456,385,412,396,60,3200,10062,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2029,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1029,4
102910,1029,10,＋10,红,守望者,498,420,450,432,60,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2029,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1029,5
102911,1029,11,＋11,红,守望者,539,455,487,468,60,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2029,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1029,5
102912,1029,12,＋12,红,守望者,581,490,525,504,60,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2029,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1029,5
103000,1030,0,,橙,刺客,84,70,76,70,0,240,10009,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103001,1030,1,＋1,橙,刺客,126,105,114,105,60,240,10068,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
103002,1030,2,＋2,橙,刺客,168,140,152,140,60,500,10107,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1030,1
103003,1030,3,＋3,橙,刺客,210,175,190,175,60,900,10048,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2030,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1030,1
103004,1030,4,＋4,橙,刺客,252,210,228,210,60,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2030,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1030,2
103005,1030,5,＋5,橙,刺客,294,245,266,245,60,2000,10103,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2030,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1030,3
103006,1030,6,＋6,红,刺客,336,280,304,280,60,1500,10126,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2030,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1030,1
103007,1030,7,＋7,红,刺客,378,315,342,315,60,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2030,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1030,2
103008,1030,8,＋8,红,刺客,420,350,380,350,60,2600,10119,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2030,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1030,3
103009,1030,9,＋9,红,刺客,462,385,418,385,60,3200,10062,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2030,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1030,4
103010,1030,10,＋10,红,刺客,504,420,456,420,60,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2030,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1030,5
103011,1030,11,＋11,红,刺客,546,455,494,455,60,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2030,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1030,5
103012,1030,12,＋12,红,刺客,588,490,532,490,60,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2030,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1030,5
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110100,1101,0,,紫,近战冰霜,74,68,67,47,0,240,10040,1,50000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
110101,1101,1,＋1,紫,近战冰霜,111,102,100,70,60,240,10040,15,100000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
110102,1101,2,＋2,紫,近战冰霜,148,136,134,94,60,500,10040,25,150000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1101,1
110103,1101,3,＋3,紫,近战冰霜,185,170,167,117,60,900,10040,35,200000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2101,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,1101,1
110104,1101,4,＋4,紫,近战冰霜,222,204,201,141,60,1400,10040,45,250000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2101,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,,,,60,1101,2
110105,1101,5,＋5,紫,近战冰霜,259,238,234,164,60,2000,10040,55,500000,42012,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2101,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,,,,120,1101,3
110200,1102,0,,紫,男爵,65,69,62,60,0,240,10052,1,50000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
110201,1102,1,＋1,紫,男爵,97,103,93,90,60,240,10040,15,100000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
110202,1102,2,＋2,紫,男爵,130,138,124,120,60,500,10040,25,150000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1102,1
110203,1102,3,＋3,紫,男爵,162,172,155,150,60,900,10040,35,200000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2102,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,1102,1
110204,1102,4,＋4,紫,男爵,195,207,186,180,60,1400,10040,45,250000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2102,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,,,,60,1102,2
110205,1102,5,＋5,紫,男爵,227,241,217,210,60,2000,10040,55,500000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2102,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,,,,120,1102,3
110300,1103,0,,紫,近战鲜血,78,79,63,53,0,240,10007,1,50000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
110301,1103,1,＋1,紫,近战鲜血,117,118,94,79,60,240,10040,15,100000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
110302,1103,2,＋2,紫,近战鲜血,156,158,126,106,60,500,10040,25,150000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1103,1
110303,1103,3,＋3,紫,近战鲜血,195,197,157,132,60,900,10040,35,200000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2103,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,1103,1
110304,1103,4,＋4,紫,近战鲜血,234,237,189,159,60,1400,10040,45,250000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2103,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,,,,60,1103,2
110305,1103,5,＋5,紫,近战鲜血,273,276,220,185,60,2000,10040,55,500000,42012,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2103,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,,,,120,1103,3
110400,1104,0,,紫,影牙指挥官,73,66,75,56,0,240,10017,1,50000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
110401,1104,1,＋1,紫,影牙指挥官,109,99,112,84,60,240,10033,15,100000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
110402,1104,2,＋2,紫,影牙指挥官,146,132,150,112,60,500,10217,25,150000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1104,1
110403,1104,3,＋3,紫,影牙指挥官,182,165,187,140,60,900,10072,35,200000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2104,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,1104,1
110404,1104,4,＋4,紫,影牙指挥官,219,198,225,168,60,1400,10002,45,250000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2104,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,,,,60,1104,2
110405,1104,5,＋5,紫,影牙指挥官,255,231,262,196,60,2000,10037,55,500000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2104,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,,,,120,1104,3
110500,1105,0,,紫,血色指挥官,78,66,77,49,0,240,10053,1,50000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
110501,1105,1,＋1,紫,血色指挥官,117,99,115,73,60,240,10069,15,100000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
110502,1105,2,＋2,紫,血色指挥官,156,132,154,98,60,500,10219,25,150000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1105,1
110503,1105,3,＋3,紫,血色指挥官,195,165,192,122,60,900,10061,35,200000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2105,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,1105,1
110504,1105,4,＋4,紫,血色指挥官,234,198,231,147,60,1400,10002,45,250000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2105,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,,,,60,1105,2
110505,1105,5,＋5,紫,血色指挥官,273,231,269,171,60,2000,10060,55,500000,42012,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2105,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,,,,120,1105,3
110600,1106,0,,紫,大帝,68,72,76,54,0,240,10011,1,50000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
110601,1106,1,＋1,紫,大帝,102,108,114,81,60,240,10032,15,100000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
110602,1106,2,＋2,紫,大帝,136,144,152,108,60,500,10210,25,150000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1106,1
110603,1106,3,＋3,紫,大帝,170,180,190,135,60,900,10217,35,200000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2106,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,1106,1
110604,1106,4,＋4,紫,大帝,204,216,228,162,60,1400,10002,45,250000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2106,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,,,,60,1106,2
110605,1106,5,＋5,紫,大帝,238,252,266,189,60,2000,10037,55,500000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2106,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,,,,120,1106,3
110700,1107,0,,紫,大检察官,62,81,82,45,0,240,10011,1,50000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
110701,1107,1,＋1,紫,大检察官,93,121,123,67,60,240,10071,15,100000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
110702,1107,2,＋2,紫,大检察官,124,162,164,90,60,500,10220,25,150000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1107,1
110703,1107,3,＋3,紫,大检察官,155,202,205,112,60,900,10063,35,200000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2107,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,1107,1
110704,1107,4,＋4,紫,大检察官,186,243,246,135,60,1400,10002,45,250000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2107,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,,,,60,1107,2
110705,1107,5,＋5,紫,大检察官,217,283,287,157,60,2000,10070,55,500000,42012,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2107,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,,,,120,1107,3
110800,1108,0,,紫,铁炉堡公主,68,74,73,55,0,240,10118,1,50000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
110801,1108,1,＋1,紫,铁炉堡公主,102,111,109,82,60,240,10032,15,100000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
110802,1108,2,＋2,紫,铁炉堡公主,136,148,146,110,60,500,10210,25,150000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1108,1
110803,1108,3,＋3,紫,铁炉堡公主,170,185,182,137,60,900,10217,35,200000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2108,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,1108,1
110804,1108,4,＋4,紫,铁炉堡公主,204,222,219,165,60,1400,10002,45,250000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2108,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,,,,60,1108,2
110805,1108,5,＋5,紫,铁炉堡公主,238,259,255,192,60,2000,10037,55,500000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2108,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,,,,120,1108,3
110900,1109,0,,紫,审讯官,70,73,71,56,0,240,10012,1,50000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
110901,1109,1,＋1,紫,审讯官,105,109,106,84,60,240,10071,15,100000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
110902,1109,2,＋2,紫,审讯官,140,146,142,112,60,500,10221,25,150000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1109,1
110903,1109,3,＋3,紫,审讯官,175,182,177,140,60,900,10222,35,200000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2109,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,1109,1
110904,1109,4,＋4,紫,审讯官,210,219,213,168,60,1400,10002,45,250000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2109,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,,,,60,1109,2
110905,1109,5,＋5,紫,审讯官,245,255,248,196,60,2000,10037,55,500000,42012,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2109,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,,,,120,1109,3
111000,1110,0,,紫,奥法师,68,76,73,53,0,240,10013,1,50000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
111001,1110,1,＋1,紫,奥法师,102,114,109,79,60,240,10071,15,100000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
111002,1110,2,＋2,紫,奥法师,136,152,146,106,60,500,10210,25,150000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1110,1
